,city,cd,max_flow,offset,occ_scaler,test_mse,rrse,correlation,test_mse_denorm,rrse_denorm,correlation_denorm
0,Toulouse,0.7576367259025574,0.8006013631820679,0.02740694209933281,2.9773967266082764,0.021517222747206688,0.5781858,0.9762862986065808,41839.09765625,0.5781858,0.9762862970473284
1,Strasbourg,0.7375096082687378,0.5913501977920532,0.03627891093492508,2.9739444255828857,0.04818340018391609,0.7209317,0.9795930986868948,93690.0703125,0.7209317,0.9795930969534286
2,Toronto,0.8177944421768188,0.8055779933929443,0.042582690715789795,2.969385862350464,0.010928480885922909,0.37568954,0.9676957678018313,21249.853515625,0.3756895,0.9676957679559982
3,Darmstadt,0.7261664271354675,0.7986229658126831,0.029754798859357834,2.9794116020202637,0.01183394342660904,0.3774832,0.9822415492254646,23010.4765625,0.3774832,0.982241548903794
4,Darmstadt,0.7606573104858398,0.6991956233978271,0.02926006354391575,2.974867343902588,0.007507858797907829,0.30067056,0.9785071067952601,14598.6337890625,0.30067056,0.9785071074896854
5,Toulouse,0.6994045376777649,0.7649948000907898,0.024376390501856804,2.970407009124756,0.03135591372847557,0.6979657,0.9581267990513456,60969.921875,0.6979657,0.9581267984857826
6,Taipeh,0.7789531350135803,0.780918300151825,0.028719574213027954,2.9762535095214844,0.010405356995761395,0.32809463,0.9942298724022104,20232.6640625,0.3280946,0.9942298727789592
7,Augsburg,0.746743381023407,0.6826756596565247,0.021917259320616722,2.974954128265381,0.0171431265771389,0.44475532,0.9870522156901038,33333.90234375,0.4447553,0.9870522159457812
8,Graz,0.7215265035629272,0.8214463591575623,0.02797914855182171,2.9730026721954346,0.010230920277535915,0.36350808,0.9879403058977348,19893.482421875,0.36350808,0.9879403064404776
9,Taipeh,0.6974855065345764,0.8081397414207458,0.028272727504372597,2.978199005126953,0.009964264929294586,0.32106522,0.9916610578066818,19374.984375,0.3210652,0.991661056988446
10,Zurich,0.7843229174613953,0.8178489804267883,0.029826724901795387,2.969853162765503,0.016694866120815277,0.4248671,0.9828025314869048,32462.283203125,0.42486706,0.9828025311623731
11,Darmstadt,0.7365820407867432,0.722108006477356,0.02996141090989113,2.971107244491577,0.008709805086255074,0.3238449,0.9763481836967881,16935.75390625,0.3238449,0.9763481848139938
12,Bordeaux,0.8183039426803589,0.8543011546134949,0.028729556128382683,2.97360897064209,0.007957983762025833,0.29190713,0.9926453123693023,15473.876953125,0.29190713,0.992645311788301
13,Zurich,0.719046413898468,0.6780580878257751,0.02453514002263546,2.9775688648223877,0.02782125025987625,0.54846627,0.9900264407157817,54096.94921875,0.54846627,0.9900264407969241
14,Taipeh,0.7707640528678894,0.8590623140335083,0.02758275717496872,2.9783875942230225,0.003195576136931777,0.18182148,0.9872435713910745,6213.62890625,0.18182148,0.9872435721636316
15,Graz,0.6531608700752258,0.8471742868423462,0.030766859650611877,2.9743216037750244,0.010218845680356026,0.3632935,0.990711118879499,19870.005859375,0.36329353,0.9907111201067536
16,Marseille,0.7125086784362793,0.7114236950874329,0.026315506547689438,2.9761319160461426,0.03074793331325054,0.6250725,0.9755673722781987,59787.72265625,0.6250725,0.9755673732627296
17,Taipeh,0.7710925340652466,0.8138554096221924,0.0322384238243103,2.977478504180908,0.005999431479722261,0.2491298,0.9807879740290358,11665.576171875,0.24912979,0.9807879752492602
18,Toronto,0.7288041114807129,0.7736935019493103,0.02801600843667984,2.97874116897583,0.015055917203426361,0.4409637,0.9544693968161106,29275.435546875,0.44096366,0.9544693980543512
19,London,0.7022355198860168,0.8140387535095215,0.026984399184584618,2.977064847946167,0.016511211171746254,0.46196195,0.971200086877014,32105.17578125,0.46196195,0.9712000891065398
20,Graz,0.7078231573104858,0.8234715461730957,0.03387516736984253,2.979522228240967,0.009029550477862358,0.34149927,0.9870490680934594,17557.482421875,0.34149927,0.9870490680384525
21,Losangeles,0.6513542532920837,0.8281951546669006,0.024366924539208412,2.975515604019165,0.01659584231674671,0.5851862,0.939645920199237,32269.73828125,0.5851862,0.9396459244378444
22,Strasbourg,0.7059767246246338,0.5813388228416443,0.03275581821799278,2.978208541870117,0.04186948016285896,0.67203856,0.9838171362866152,81412.9921875,0.67203856,0.9838171364896793
23,London,0.6949182152748108,0.8184224963188171,0.03103587031364441,2.9784860610961914,0.018563931807875633,0.48983717,0.9751607286205419,36096.578125,0.48983714,0.9751607281552636
24,Bremen,0.7621617913246155,0.7917606830596924,0.02594676800072193,2.978538751602173,0.007349805906414986,0.27531806,0.9909801600133148,14291.3095703125,0.27531806,0.9909801604688309
25,Hamburg,0.7920709848403931,0.519404411315918,0.033992644399404526,2.9702117443084717,0.045683134347200394,0.7329322,0.9840193312156016,88828.4375,0.7329322,0.9840193312347514
26,Graz,0.6697177886962891,0.8238511681556702,0.028051799163222313,2.975844144821167,0.012989941984415054,0.40960035,0.9925829152207587,25258.255859375,0.40960038,0.9925829150364113
27,Marseille,0.7271856069564819,0.804657518863678,0.0264130849391222,2.9720520973205566,0.015045437961816788,0.43724504,0.9798238260343352,29255.060546875,0.43724504,0.9798238260987976
28,Strasbourg,0.6917948126792908,0.5346559286117554,0.03585868701338768,2.9784016609191895,0.04667362570762634,0.709547,0.9823395363010698,90754.3984375,0.709547,0.9823395353483778
29,Toulouse,0.7924501299858093,0.7880510687828064,0.02541552670300007,2.9790971279144287,0.03619882091879845,0.7499315,0.9410970801917564,70386.6953125,0.74993145,0.9410970806962526
30,Strasbourg,0.7076583504676819,0.5341514945030212,0.03273730352520943,2.9726083278656006,0.05456739291548729,0.767206,0.9777187986975785,106103.390625,0.7672059,0.9777187986700365
31,Kassel,0.7990223169326782,0.8358101844787598,0.028468508273363113,2.977161407470703,0.010627559386193752,0.38841328,0.9909340922930842,20664.7265625,0.38841325,0.9909340922058344
32,Augsburg,0.7992061972618103,0.823595404624939,0.03145821765065193,2.9769487380981445,0.011643186211585999,0.36653215,0.9801718165906959,22639.556640625,0.36653212,0.9801718165078964
33,Santander,0.8136870265007019,0.7951251268386841,0.03811316937208176,2.973717451095581,0.005334415007382631,0.23999333,0.9799662017114416,10372.486328125,0.23999335,0.9799662010870551
34,London,0.6764362454414368,0.8027332425117493,0.031064804643392563,2.978976249694824,0.01476025115698576,0.4367809,0.9890383652796937,28700.52734375,0.4367809,0.9890383656337294
35,Toulouse,0.8428629040718079,0.8057535290718079,0.037709057331085205,2.9727354049682617,0.02262309193611145,0.59285754,0.9737810935420788,43989.40625,0.59285754,0.9737810920718384
36,Losangeles,0.6498941779136658,0.8558170795440674,0.024042366072535515,2.976637840270996,0.017711669206619263,0.6045388,0.9028264221978783,34439.40234375,0.60453874,0.9028264243339148
37,Bremen,0.7265744805335999,0.8204730153083801,0.028309473767876625,2.9805643558502197,0.005084569565951824,0.22899385,0.9904211022666738,9886.67578125,0.22899385,0.9904211026361418
38,Marseille,0.7261228561401367,0.6869377493858337,0.026888806372880936,2.9708712100982666,0.037358999252319336,0.6890013,0.9602829119528095,72642.59375,0.6890013,0.9602829113111802
39,Losangeles,0.6939446330070496,0.8608505129814148,0.026888353750109673,2.975585699081421,0.01492693554610014,0.55498314,0.9124403032172359,29024.640625,0.55498314,0.9124403054053001
40,Speyer,0.7760658264160156,0.8364517092704773,0.02765314280986786,2.9757072925567627,0.0041784849017858505,0.20606616,0.9812266880037188,8124.8427734375,0.20606616,0.9812266873227138
41,Madrid,0.672974705696106,0.8210845589637756,0.02800140716135502,2.975461721420288,0.016230352222919464,0.5917409,0.9530556958320139,31559.060546875,0.5917409,0.9530556919474382
42,Stuttgart,0.7589137554168701,0.8330203890800476,0.024747760966420174,2.9733829498291016,0.019634978845715523,0.5420528,0.9290343104741845,38179.1796875,0.5420528,0.9290343117447077
43,London,0.6681144833564758,0.810203492641449,0.028808796778321266,2.9768946170806885,0.012743184342980385,0.40584084,0.9872769518020347,24778.447265625,0.40584084,0.9872769521675424
44,Graz,0.6639377474784851,0.8521485924720764,0.029330994933843613,2.9795589447021484,0.00830100104212761,0.32743263,0.9942557857374352,16140.8583984375,0.32743263,0.9942557854771772
45,Darmstadt,0.8255960941314697,0.795571506023407,0.03229639306664467,2.9770941734313965,0.01005490217357874,0.34795398,0.9816494636333881,19551.224609375,0.34795395,0.9816494645239399
46,Bordeaux,0.6856805682182312,0.7843281030654907,0.02892254665493965,2.97387957572937,0.011408126913011074,0.34950256,0.9941575379463969,22182.498046875,0.34950256,0.9941575376365217
47,Speyer,0.7940279245376587,0.8006704449653625,0.02542254701256752,2.976954460144043,0.005630348343402147,0.23920205,0.9910198058425875,10947.9130859375,0.23920204,0.9910198058534095
