city,test_mse_mean,test_mse_median,test_mse_max,test_mse_min,test_mse_std,rrse_mean,rrse_median,rrse_max,rrse_min,rrse_std,correlation_mean,correlation_median,correlation_max,correlation_min,correlation_std,test_mse_denorm_mean,test_mse_denorm_median,test_mse_denorm_max,test_mse_denorm_min,test_mse_denorm_std,rrse_denorm_mean,rrse_denorm_median,rrse_denorm_max,rrse_denorm_min,rrse_denorm_std,correlation_denorm_mean,correlation_denorm_median,correlation_denorm_max,correlation_denorm_min,correlation_denorm_std
Madrid,0.01748462468385691,0.0180122749879956,0.0219885427504777,0.0118373129516839,0.003507118315348176,0.6112923699999999,0.623189725,0.68875676,0.5053522,0.06270650503684888,0.9617818412245638,0.9576415819514693,0.983854949385792,0.9414748352161548,0.015323098852249821,33997.9291015625,35023.916015625,42755.55859375,23017.029296875,6819.4060705184065,0.611292355,0.6231897,0.6887567,0.5053522,0.06270649718044059,0.961781840542591,0.957641581163265,0.9838549496053284,0.9414748341621164,0.015323098756252764
Marseille,0.0234542476634184,0.0212437659502029,0.0397083647549152,0.0094106122851371,0.0152693524169603,0.5252344999999999,0.519563,0.7103354,0.3458051,0.18233131749293646,0.967612463105199,0.9642927769952792,0.9804384482443268,0.958106164075991,0.01153030641158859,45605.549479166664,41307.3828125,77210.828125,18298.4375,29690.455028661658,0.52523451,0.519563,0.71033543,0.3458051,0.18233133272078417,0.9676124627955861,0.964292776768998,0.9804384486182224,0.958106162999538,0.011530307095865543
Santander,0.00889144870452576,0.0091071417555212,0.0151033448055386,0.0036975631956011,0.004160832870535021,0.302686994,0.31357893,0.40382427,0.19980836,0.07402238726738777,0.9877061046216472,0.988607383142071,0.990832853425728,0.980382147300119,0.004237776994301759,17288.951953125,17708.35546875,29367.654296875,7189.716796875,8090.5189848733735,0.302686986,0.31357893,0.40382424,0.19980836,0.07402238084334885,0.9877061046866487,0.9886073827958394,0.9908328534353174,0.980382148230977,0.004237776529659969
Speyer,0.009123828512831323,0.0066470652818679,0.0275152511894702,0.0044798189774155,0.005968239758460619,0.2943446830769231,0.25990358,0.528791,0.21336713,0.08116388941853035,0.9895694371137344,0.9885856385798796,0.9938157541742008,0.9833614839968252,0.003298408624348451,17740.802734375,12924.8681640625,53501.953125,8710.7724609375,11604.926943969318,0.2943446761538462,0.25990358,0.52879095,0.21336713,0.08116387565324627,0.9895694368292918,0.9885856385103922,0.9938157538985648,0.9833614834137469,0.0032984087020890896
Strasbourg,0.022663385025225524,0.020497885532677153,0.0392944328486919,0.0101843047887086,0.009712602437073947,0.4844432775,0.46998982,0.65104485,0.33144474,0.10571705215460217,0.9752180548042667,0.9825235965478959,0.9858402846859764,0.9486176644254324,0.014054316971835127,44067.75146484375,39857.056640625,76405.9453125,19802.841796875,18885.640066024935,0.48444326,0.469989785,0.65104485,0.3314447,0.10571706461286748,0.975218054243005,0.982523596018194,0.9858402846435464,0.9486176623824214,0.014054317303960324
Stuttgart,0.018811760780711933,0.0184519551694393,0.0260196030139923,0.0141148921102285,0.0036600384982589888,0.5283896477777777,0.5254696,0.6239887,0.4595843,0.05094325398857824,0.9403440525413812,0.9437449209398628,0.9594426661133832,0.906374189719598,0.02026961017930788,36578.47417534722,35878.8515625,50593.73828125,27445.6640625,7116.749226084206,0.5283896544444445,0.5254696,0.6239887,0.4595843,0.05094325265980251,0.9403440533151445,0.943744922528068,0.9594426666076992,0.9063741878279038,0.020269610060840007
Taipeh,0.01018966231495137,0.0077615028712898,0.0230896640568971,0.0052907662466168,0.005939019523853658,0.314305979,0.283363275,0.48874176,0.2339537,0.08580615187237924,0.9892477438688759,0.9899950019621355,0.9933903930505243,0.9780969157808492,0.004457283934099123,19813.2583984375,15091.83154296875,44896.62890625,10287.6142578125,11548.108754773528,0.31430596099999997,0.28336325500000004,0.48874173,0.2339537,0.08580614477297084,0.989247743795902,0.989995002240479,0.9933903929879252,0.978096916451452,0.004457283737691242
Toronto,0.02632481604814524,0.0286040566861629,0.0412740968167781,0.0110991355031728,0.01134533490400589,0.570876932,0.6078032,0.73010945,0.37861148,0.13270093301197686,0.9320861448149346,0.9253740652921226,0.9685325754538991,0.8818753126030221,0.03489530395955363,51187.2109375,55619.0703125,80255.296875,21581.6796875,22060.403888821835,0.570876902,0.60780317,0.73010945,0.37861145,0.13270093883907857,0.9320861478471407,0.9253740672150678,0.9685325768357294,0.8818753204181496,0.034895301566212185
Toulouse,0.023097225154439547,0.02241525240242475,0.0305080320686101,0.0189389958977699,0.004437486977042348,0.5968312066666667,0.58937545,0.6884643,0.54244137,0.05627218515285774,0.9655565502434351,0.9658189978296245,0.9740621824593876,0.9577897770612314,0.005336865690011,44911.332682291664,43585.275390625,59321.24609375,36825.87890625,8628.455296776012,0.5968312283333334,0.5893755,0.6884643,0.5424414,0.056272187291705814,0.9655565483422622,0.9658189947990713,0.9740621828126842,0.9577897734504358,0.005336866856621456
Zurich,0.0075777892821601005,0.0062573822215199,0.0151966642588377,0.0049775671213865,0.003706654671860524,0.28024187714285714,0.26011053,0.4053552,0.23199047,0.06297024312247801,0.9916311374260631,0.9918076484352468,0.9935448016702104,0.988923847455536,0.0016018160137206317,14734.609654017857,12167.146484375,29549.107421875,9678.6162109375,7207.393204955492,0.28024187857142857,0.26011053,0.4053552,0.23199049,0.06297024178718164,0.9916311374379491,0.991807648097658,0.9935448016633676,0.988923848109332,0.0016018158213749161
