city,test_mse_mean,test_mse_median,test_mse_max,test_mse_min,test_mse_std,rrse_mean,rrse_median,rrse_max,rrse_min,rrse_std,correlation_mean,correlation_median,correlation_max,correlation_min,correlation_std,test_mse_denorm_mean,test_mse_denorm_median,test_mse_denorm_max,test_mse_denorm_min,test_mse_denorm_std,rrse_denorm_mean,rrse_denorm_median,rrse_denorm_max,rrse_denorm_min,rrse_denorm_std,correlation_denorm_mean,correlation_denorm_median,correlation_denorm_max,correlation_denorm_min,correlation_denorm_std
Madrid,0.013080763231430686,0.0134014217182993,0.0160792265087366,0.0094534093514084,0.002115594391661256,0.5296746428571428,0.53770375,0.58897954,0.4516082,0.04390320544578592,0.9668972963519085,0.9746637391010534,0.9800644974349136,0.9538292445411802,0.011885351573585069,25434.852957589286,26058.357421875,31265.205078125,18381.654296875,4113.661875275581,0.5296746242857143,0.53770375,0.5889795,0.4516082,0.04390319481005069,0.9668972961122128,0.9746637372605288,0.9800644964687704,0.9538292441616718,0.011885350789188563
Marseille,0.02409468984438309,0.0240296963602304,0.0411347188055515,0.0127209918573498,0.009350952708627989,0.5440877255555555,0.5525818,0.72298074,0.40205264,0.10681159445463786,0.9748246968343213,0.9791660793989744,0.9808636217336358,0.96035521106892,0.00812480464580797,46850.84939236111,46724.46484375,79984.2890625,24735.296875,18182.433776869366,0.5440877277777778,0.5525818,0.72298074,0.40205267,0.10681158463464274,0.9748246973869708,0.9791660800381876,0.9808636234795748,0.9603552097005568,0.008124805229528924
Santander,0.009504433837719211,0.009358299896121,0.0169048737734556,0.0042757713235914,0.00392137319703313,0.31424619,0.31778386999999997,0.42723006,0.21486369,0.06651080968207954,0.9882931731090313,0.989482187819634,0.9908751358581794,0.9815527778024988,0.0032310871866747257,18480.868774414062,18196.71875,32870.6328125,8314.009765625,7624.90283468476,0.31424619,0.31778386999999997,0.42723006,0.21486369,0.06651080968207954,0.9882931727078675,0.9894821875182109,0.9908751354193526,0.9815527774134308,0.003231087333108586
Speyer,0.009290364504392615,0.0080267563462257,0.0224266685545444,0.0030102939344942,0.006786277639644426,0.29161585285714287,0.285606,0.47739697,0.1749048,0.10456699857797006,0.9891965711208738,0.990427490822972,0.9918937409347062,0.9841657623195804,0.0027322833618976996,18064.62179129464,15607.6025390625,43607.46875,5853.357421875,13195.557090199463,0.29161585285714287,0.285606,0.47739697,0.1749048,0.10456699857797006,0.989196570767114,0.9904274903454148,0.9918937408909128,0.9841657623147938,0.0027322833795472056
Strasbourg,0.0466180425137281,0.0489619970321655,0.0572390407323837,0.0289189275354146,0.010629566601140611,0.704894938,0.72673315,0.78576297,0.5585171,0.08646180460545148,0.9794283515288107,0.9841701152723638,0.9869762069335332,0.968823871655688,0.008531569390472752,90646.31640625,95204.0078125,111298.28125,56231.32421875,20668.628461314573,0.7048949139999999,0.7267331,0.78576297,0.5585171,0.08646179380941031,0.9794283506839401,0.9841701146291648,0.9869762072127464,0.968823869653891,0.008531569967664934
Stuttgart,0.019984326724495145,0.0201348885893821,0.0273075681179761,0.0111858826130628,0.005690921525602709,0.5417153485714286,0.54890984,0.63924587,0.4091302,0.08078166168639685,0.9404543409011575,0.9468043501800454,0.966866505044134,0.8957155271641432,0.025218690630464023,38858.467075892855,39151.2265625,53098.12109375,21750.35546875,11065.697068985202,0.5417153514285714,0.54890984,0.6392458,0.40913016,0.08078166958489436,0.9404543414412411,0.9468043497083428,0.9668665054395718,0.8957155267698502,0.025218690401383716
Taipeh,0.009838968748226717,0.006863846210762799,0.0278816353529691,0.0031266245059669,0.009071332880039865,0.29796089,0.26522823500000003,0.53706855,0.17984919,0.12492856329521106,0.9873683418501296,0.9887659635479966,0.9929026271771256,0.9785420412274451,0.005562292774972864,19131.354085286457,13346.38525390625,54214.36328125,6079.55615234375,17638.72620825911,0.29796089,0.26522823500000003,0.53706855,0.17984919,0.12492856329521106,0.987368341958176,0.988765964207541,0.9929026267590604,0.9785420420259212,0.005562292678382537
Toronto,0.019697290558654486,0.0179103184491395,0.0296280067414045,0.0088237570598721,0.006144270709171506,0.4983583130769231,0.480951,0.6185864,0.33757943,0.0808360812845572,0.9327891841544491,0.930197947636818,0.9706265164434056,0.8978407751586207,0.02332688669401019,38300.338942307695,34825.66796875,57610.0859375,17157.330078125,11947.208537670049,0.49835829846153845,0.480951,0.6185864,0.33757943,0.0808360861080216,0.9327891854102577,0.9301979488472626,0.970626516958038,0.8978407766610558,0.023326886555722876
Toulouse,0.02151075424626465,0.02115034405142065,0.032501608133316,0.0162707716226577,0.004962491554662851,0.57507535125,0.57323377,0.7106026,0.5027805,0.06312545040276034,0.9687786053455024,0.9687625554588418,0.9777727637030976,0.9587498732188592,0.006936348029052296,41826.525146484375,41125.7265625,63197.65234375,31637.654296875,9649.300314626998,0.57507535,0.5732337999999999,0.7106025,0.5027805,0.06312542083953639,0.9687786037229399,0.9687625555468111,0.9777727618341164,0.9587498701563464,0.0069363492428480425
Zurich,0.01572616320724284,0.014544943347573249,0.0300154350697994,0.0076652448624372,0.006143100310513686,0.40560953,0.39656743,0.56968385,0.28788874,0.07759274281851283,0.9887864213372101,0.9897830451330349,0.9956298188960512,0.9714618367161758,0.0066922280408181975,30578.691569010418,28281.87109375,58363.42578125,14904.6640625,11944.933050426236,0.4056095241666667,0.39656741500000003,0.56968385,0.28788874,0.07759274145200785,0.9887864213135269,0.989783045299955,0.9956298188630704,0.9714618365488776,0.0066922281483013865
