,city,cd,max_flow,offset,occ_scaler,test_mse,rrse,correlation,test_mse_denorm,rrse_denorm,correlation_denorm
0,Toulouse,0.7578443288803101,0.7480732202529907,0.028452757745981216,2.9756736755371094,0.02592294104397297,0.634624,0.9787235874882538,50405.78515625,0.63462394,0.9787235851650908
1,Strasbourg,0.7024111151695251,0.5006219744682312,0.0332137830555439,2.977027654647827,0.06397469341754913,0.8307101,0.9596341699960804,124395.390625,0.83071005,0.9596341697237388
2,Taipeh,0.7734537124633789,0.8207352161407471,0.030521443113684654,2.9694480895996094,0.006753471214324236,0.26432252,0.9919498314805664,13131.7666015625,0.2643225,0.991949831984692
3,London,0.7184920907020569,0.7886248230934143,0.02815144695341587,2.969693660736084,0.02336530014872551,0.549544,0.9619804188345865,45432.5859375,0.549544,0.9619804195200388
4,Taipeh,0.7233299016952515,0.8320679068565369,0.02697267197072506,2.97239089012146,0.0048317983746528625,0.22357592,0.9809152666858449,9395.17578125,0.22357592,0.9809152676113855
5,Bremen,0.7288954854011536,0.708081066608429,0.02365620993077755,2.97607684135437,0.016087060794234276,0.40731937,0.9927061214339923,31280.4375,0.40731937,0.9927061214239599
6,Santander,0.7924540042877197,0.8079736828804016,0.04249182716012001,2.976027488708496,0.004699403885751963,0.22525644,0.9811951486800407,9137.7421875,0.22525644,0.9811951483993991
7,Stuttgart,0.7163850665092468,0.8365410566329956,0.027532456442713737,2.9747939109802246,0.012286890298128128,0.4287927,0.960119588213779,23891.2109375,0.42879272,0.9601195875431178
8,Toronto,0.7861549258232117,0.8427484035491943,0.03686850145459175,2.9722001552581787,0.01240284088999033,0.4002301,0.9558741385263009,24116.666015625,0.4002301,0.9558741395168567
9,Losangeles,0.6931714415550232,0.8533517122268677,0.023736855015158653,2.977210521697998,0.015205185860395432,0.5601319,0.9259346569046475,29565.68359375,0.5601319,0.9259346598240857
10,Marseille,0.6619184613227844,0.7394492626190186,0.024996550753712654,2.976473093032837,0.019854700192809105,0.50228953,0.9809340618280126,38606.4140625,0.50228953,0.9809340626746431
